p1_category	p1	p2_category	p2	rg	se	z	p	q
Hematological	Baso	Echocardiographic	EF	-0.1456	0.1345	-1.0821	0.2792	0.660233816
Hematological	Baso	Metabolic disease	T2D	-0.0551	0.0634	-0.8689	0.3849	0.737522889
Hematological	Baso	Cardiovascular disease	IS	0.0484	0.1032	0.4691	0.639	0.873411518
Hematological	Baso	Cardiovascular disease	CeAn	-0.0977	0.1057	-0.9239	0.3555	0.715278418
Hematological	Baso	Cardiovascular disease	MI	-0.0284	0.0713	-0.3985	0.6903	0.89688196
Hematological	Baso	Cardiovascular disease	PAD	0.0992	0.1069	0.928	0.3534	0.713837774
Hematological	Baso	Cardiovascular disease	AF	0.0815	0.1014	0.8035	0.4217	0.763466112
Hematological	Baso	Allergic disease	Asthma	0.1537	0.1048	1.4657	0.1427	0.485502346
Hematological	Baso	Allergic disease	AD	0.1573	0.1344	1.1708	0.2417	0.624725989
Hematological	Baso	Autoimmune disease	GD	0.1579	0.0958	1.6489	0.0992	0.411055814
Hematological	Baso	Autoimmune disease	RA	-0.1543	0.0811	-1.9034	0.057	0.310016667
Hematological	Baso	Infectious disease	CHB	0.0037	0.1738	0.0214	0.983	0.995325945
Hematological	Baso	Infectious disease	CHC	0.0364	0.137	0.2659	0.7903	0.929652989
Hematological	Baso	Hematologic disease	Anemia	0.007	0.2016	0.0349	0.9721	0.993040417
Hematological	Baso	Psychiatric disease	BD	0.1891	0.1221	1.5489	0.1214	0.450618389
Hematological	Baso	Psychiatric disease	SCZ	0.1281	0.0909	1.4083	0.159	0.511168105
Hematological	Baso	Musculoskeletal disease	AIS	-0.1544	0.0926	-1.6678	0.0954	0.404314286
Hematological	Baso	Musculoskeletal	Osteoporosis	0.2067	0.248	0.8335	0.4046	0.750007591
Hematological	Baso	Tumor	LuCa	-0.0036	0.1986	-0.0181	0.9856	0.995429715
Hematological	Baso	Tumor	GaCa	-0.0717	0.1283	-0.5588	0.5763	0.84809876
Hematological	Baso	Tumor	EsCa	-0.0063	0.1085	-0.0578	0.9539	0.98966028
Hematological	Baso	Tumor	CoCa	-0.0415	0.1272	-0.3261	0.7443	0.911676148
Hematological	Baso	Tumor	PrCa	6.00E-04	0.1109	0.0056	0.9955	0.998048643
Hematological	Baso	Tumor	BrCa	0.0619	0.1113	0.5564	0.578	0.848603658
Hematological	Baso	Tumor	EnCa	-0.1934	0.1767	-1.0946	0.2737	0.657551656
Hematological	Baso	Tumor	UF	0.0066	0.1271	0.0522	0.9584	0.989739083
Hematological	Baso	Other	Glaucoma	-0.2115	0.1143	-1.851	0.0642	0.329133649
Hematological	Baso	Other	COPD	-0.0129	0.1332	-0.0966	0.9231	0.977889003
Hematological	Baso	Other	Epilepsy	0.0682	0.1991	0.3426	0.7319	0.907659133
Hematological	Baso	Other	Pollinosis	-0.0502	0.1416	-0.3546	0.7229	0.905278239
Hematological	Baso	Other	Urolithiasis	-0.0141	0.1209	-0.1165	0.9072	0.973402651
Hematological	Mono	Hematological	Lym	0.3298	0.075	4.3982	1.09E-05	0.00040704
Hematological	Mono	Hematological	RBC	0.0711	0.0539	1.3185	0.18733	0.55520112
Hematological	Mono	Hematological	Hb	0.0707	0.0646	1.0949	0.27354	0.657551656
Hematological	Mono	Hematological	Ht	0.1028	0.062	1.6571	0.097493	0.407673134
Hematological	Mono	Hematological	MCV	-0.0088	0.0506	-0.1731	0.86259	0.958731033
Hematological	Mono	Hematological	MCH	-0.0475	0.0532	-0.894	0.37132	0.729964418
Hematological	Mono	Hematological	MCHC	-0.1455	0.0695	-2.0924	0.036401	0.245718907
Hematological	Mono	Hematological	Plt	0.2127	0.0539	3.946	7.95E-05	0.002322305
Hematological	Mono	Blood pressure	SBP	0.0675	0.0604	1.1175	0.26377	0.648821181
Hematological	Mono	Blood pressure	DBP	0.025	0.0628	0.3977	0.69087	0.89688196
Hematological	Mono	Blood pressure	MAP	0.0444	0.0595	0.7464	0.45542	0.776744306
Hematological	Mono	Blood pressure	PP	0.0908	0.0671	1.3543	0.17565	0.536959719
Hematological	Mono	Echocardiographic	IVS	0.1683	0.1834	0.9178	0.35873	0.7189287
Hematological	Mono	Echocardiographic	PW	0.1899	0.1298	1.4634	0.14335	0.486827708
Hematological	Mono	Echocardiographic	LVDd	-0.128	0.1015	-1.2609	0.20735	0.582540115
Hematological	Mono	Echocardiographic	LVDs	-0.0914	0.0998	-0.9162	0.35959	0.71906551
Hematological	Mono	Echocardiographic	LVM	0.0204	0.0959	0.2127	0.83156	0.945296255
Hematological	Mono	Echocardiographic	LVMI	0.1186	0.1051	1.1286	0.25906	0.64419808
Hematological	Mono	Echocardiographic	RWT	0.2394	0.1403	1.706	0.08801	0.393910351
Hematological	Mono	Echocardiographic	FS	0.0613	0.1286	0.4764	0.63378	0.870530509
Hematological	Mono	Echocardiographic	EF	0.0955	0.1202	0.7943	0.427	0.766586124
Hematological	Mono	Metabolic disease	T2D	0.1229	0.0616	1.9963	0.045903	0.278272415
Hematological	Mono	Cardiovascular disease	IS	-0.0025	0.0916	-0.0275	0.97807	0.994899855
Hematological	Mono	Cardiovascular disease	CeAn	0.0282	0.0932	0.3031	0.76181	0.91990378
Hematological	Mono	Cardiovascular disease	MI	0.0394	0.0646	0.6094	0.54227	0.827886674
Hematological	Mono	Cardiovascular disease	PAD	0.1503	0.0925	1.6241	0.10436	0.422183636
Hematological	Mono	Cardiovascular disease	AF	-0.0299	0.0796	-0.3753	0.70746	0.90257998
Hematological	Mono	Allergic disease	Asthma	0.065	0.0861	0.7545	0.45057	0.77471161
Hematological	Mono	Allergic disease	AD	0.1879	0.1161	1.6184	0.10558	0.425643416
Hematological	Mono	Autoimmune disease	GD	0.0915	0.0865	1.0583	0.28992	0.667446631
Hematological	Mono	Autoimmune disease	RA	-0.0133	0.0748	-0.1776	0.85906	0.957961796
Hematological	Mono	Infectious disease	CHB	-0.2054	0.1683	-1.2207	0.22219	0.59951967
Hematological	Mono	Infectious disease	CHC	-0.0436	0.1262	-0.3452	0.72991	0.907438579
Hematological	Mono	Hematologic disease	Anemia	0.1975	0.1945	1.0157	0.3098	0.683479887
Hematological	Mono	Psychiatric disease	BD	0.2305	0.1067	2.1603	0.030749	0.226715789
Hematological	Mono	Psychiatric disease	SCZ	-0.0171	0.0788	-0.2173	0.82795	0.943337853
Hematological	Mono	Musculoskeletal disease	AIS	0.0645	0.0606	1.0637	0.28747	0.666551717
Hematological	Mono	Musculoskeletal	Osteoporosis	-0.021	0.1729	-0.1217	0.90315	0.971972938
Hematological	Mono	Tumor	LuCa	-0.0422	0.1801	-0.2342	0.81483	0.93811489
Hematological	Mono	Tumor	GaCa	-0.12	0.1208	-0.9928	0.32083	0.695182001
Hematological	Mono	Tumor	EsCa	0.1192	0.0976	1.221	0.22209	0.59951967
Hematological	Mono	Tumor	CoCa	0.0073	0.1142	0.0643	0.94873	0.987073369
Hematological	Mono	Tumor	PrCa	0.0832	0.092	0.904	0.36601	0.727768037
Hematological	Mono	Tumor	BrCa	-0.0707	0.1216	-0.5812	0.56108	0.837024488
Hematological	Mono	Tumor	EnCa	-0.0398	0.1701	-0.2337	0.8152	0.93811489
Hematological	Mono	Tumor	UF	-0.0811	0.1182	-0.6866	0.49235	0.79835505
Hematological	Mono	Other	Glaucoma	0.0379	0.102	0.3712	0.71047	0.903018476
Hematological	Mono	Other	COPD	0.0409	0.1194	0.3427	0.73181	0.907659133
Hematological	Mono	Other	Epilepsy	0.1446	0.1732	0.8349	0.40379	0.749403621
Hematological	Mono	Other	Pollinosis	-0.0619	0.1355	-0.4567	0.6479	0.878523684
Hematological	Mono	Other	Urolithiasis	0.2316	0.0962	2.4084	0.016022	0.145573439
Hematological	Lym	Hematological	RBC	0.0909	0.058	1.566	0.11735	0.441867885
Hematological	Lym	Hematological	Hb	0.1056	0.0742	1.4237	0.15453	0.502737641
Hematological	Lym	Hematological	Ht	0.0969	0.072	1.3461	0.17826	0.542397949
Hematological	Lym	Hematological	MCV	-0.0253	0.046	-0.5489	0.58305	0.852267189
Hematological	Lym	Hematological	MCH	-0.023	0.0458	-0.5029	0.61505	0.866121265
Hematological	Lym	Hematological	MCHC	0.004	0.0746	0.0541	0.95682	0.98966028
Hematological	Lym	Hematological	Plt	0.2548	0.052	4.9017	9.50E-07	4.33E-05
Hematological	Lym	Blood pressure	SBP	0.001	0.0611	0.017	0.98642	0.995429715
Hematological	Lym	Blood pressure	DBP	0.0586	0.0661	0.8859	0.37569	0.731233201
Hematological	Lym	Blood pressure	MAP	0.0324	0.0635	0.5097	0.61028	0.865412027
Hematological	Lym	Blood pressure	PP	-0.0279	0.0658	-0.424	0.6716	0.890012047
Hematological	Lym	Echocardiographic	IVS	0.1825	0.1603	1.1383	0.255	0.639705317
Hematological	Lym	Echocardiographic	PW	-0.0039	0.1215	-0.0319	0.97452	0.994147851
Hematological	Lym	Echocardiographic	LVDd	-0.1422	0.1026	-1.3858	0.16582	0.52043891
Hematological	Lym	Echocardiographic	LVDs	-0.1139	0.1004	-1.1342	0.25669	0.641479285
Hematological	Lym	Echocardiographic	LVM	-0.0893	0.1024	-0.8713	0.3836	0.736761118
Hematological	Lym	Echocardiographic	LVMI	-0.0433	0.1194	-0.3628	0.71676	0.904845957
Hematological	Lym	Echocardiographic	RWT	0.1361	0.1239	1.0985	0.27199	0.655574548
Hematological	Lym	Echocardiographic	FS	0.1237	0.1285	0.9631	0.33549	0.706712663
Hematological	Lym	Echocardiographic	EF	0.0589	0.1263	0.4666	0.64076	0.873682507
Hematological	Lym	Metabolic disease	T2D	0.0711	0.0603	1.1795	0.23819	0.622226293
Hematological	Lym	Cardiovascular disease	IS	-0.1534	0.1026	-1.4953	0.13483	0.472724655
Hematological	Lym	Cardiovascular disease	CeAn	-0.0471	0.0949	-0.4963	0.6197	0.866757962
Hematological	Lym	Cardiovascular disease	MI	-0.0237	0.0674	-0.3517	0.72509	0.90543764
Hematological	Lym	Cardiovascular disease	PAD	0.1451	0.094	1.5436	0.12269	0.451848985
Hematological	Lym	Cardiovascular disease	AF	-0.0923	0.0914	-1.01	0.31249	0.684325925
Hematological	Lym	Allergic disease	Asthma	0.0013	0.0845	0.0148	0.98816	0.995429715
Hematological	Lym	Allergic disease	AD	-0.0188	0.1226	-0.1536	0.87791	0.961994874
Hematological	Lym	Autoimmune disease	GD	0.1185	0.0988	1.1986	0.23069	0.608338074
Hematological	Lym	Autoimmune disease	RA	-0.1643	0.0807	-2.0355	0.041798	0.264001561
Hematological	Lym	Infectious disease	CHB	-0.3539	0.1967	-1.7991	0.07201	0.350299578
Hematological	Lym	Infectious disease	CHC	-0.0501	0.1322	-0.379	0.70467	0.90257998
Hematological	Lym	Hematologic disease	Anemia	-0.1041	0.1815	-0.5737	0.56618	0.841026712
Hematological	Lym	Psychiatric disease	BD	0.1536	0.0963	1.595	0.11071	0.433459341
Hematological	Lym	Psychiatric disease	SCZ	-0.0338	0.0826	-0.4084	0.68295	0.895357282
Hematological	Lym	Musculoskeletal disease	AIS	-0.0631	0.068	-0.9276	0.35363	0.713837774
Hematological	Lym	Musculoskeletal	Osteoporosis	-0.3452	0.2277	-1.5163	0.12944	0.462387858
Hematological	Lym	Tumor	LuCa	-0.057	0.1748	-0.3259	0.74452	0.911676148
Hematological	Lym	Tumor	GaCa	-0.0464	0.1137	-0.4079	0.68336	0.895594967
Hematological	Lym	Tumor	EsCa	-0.0086	0.1012	-0.085	0.93223	0.981153958
Hematological	Lym	Tumor	CoCa	-0.0163	0.1094	-0.1486	0.88191	0.963635215
Hematological	Lym	Tumor	PrCa	-0.0601	0.0903	-0.6656	0.50569	0.806632196
Hematological	Lym	Tumor	BrCa	-0.0977	0.114	-0.8574	0.39124	0.741558162
Hematological	Lym	Tumor	EnCa	-0.2741	0.1927	-1.4228	0.15478	0.503002888
Hematological	Lym	Tumor	UF	-0.3032	0.1218	-2.489	0.012809	0.125734314
Hematological	Lym	Other	Glaucoma	-0.2957	0.1057	-2.7968	0.0051615	0.065838547
Hematological	Lym	Other	COPD	-0.1092	0.1274	-0.8571	0.39142	0.741558162
Hematological	Lym	Other	Epilepsy	-0.1043	0.1665	-0.6265	0.53099	0.822530396
Hematological	Lym	Other	Pollinosis	-0.2628	0.1383	-1.8995	0.057493	0.311400537
Hematological	Lym	Other	Urolithiasis	0.0321	0.1022	0.3137	0.75372	0.916485029
Hematological	RBC	Hematological	Hb	0.7623	0.0269	28.3517	7.97E-177	2.23E-174
Hematological	RBC	Hematological	Ht	0.8125	0.0186	43.6412	0	0
Hematological	RBC	Hematological	MCV	-0.6784	0.0408	-16.6131	5.60E-62	1.15E-59
Hematological	RBC	Hematological	MCH	-0.6486	0.0462	-14.0314	1.00E-44	1.78E-42
Hematological	RBC	Hematological	MCHC	-0.1663	0.0833	-1.9963	0.045905	0.278272415
Hematological	RBC	Hematological	Plt	-0.0019	0.0896	-0.0218	0.98263	0.995325945
Hematological	RBC	Blood pressure	SBP	-0.0542	0.0676	-0.8018	0.42264	0.764461081
Hematological	RBC	Blood pressure	DBP	0.0133	0.0745	0.1785	0.8583	0.957913846
Hematological	RBC	Blood pressure	MAP	-0.017	0.0726	-0.2344	0.81467	0.93811489
Hematological	RBC	Blood pressure	PP	-0.0976	0.0568	-1.718	0.085798	0.387973404
Hematological	RBC	Echocardiographic	IVS	-0.0382	0.1191	-0.3206	0.74852	0.913717057
Hematological	RBC	Echocardiographic	PW	-0.0048	0.0907	-0.0529	0.95782	0.98966028
Hematological	RBC	Echocardiographic	LVDd	-0.1293	0.0686	-1.8864	0.059244	0.316506827
Hematological	RBC	Echocardiographic	LVDs	-0.0725	0.065	-1.1153	0.26471	0.648993121
Hematological	RBC	Echocardiographic	LVM	-0.1016	0.0697	-1.4581	0.14483	0.486827708
Hematological	RBC	Echocardiographic	LVMI	-0.1186	0.0782	-1.5154	0.12966	0.462430383
Hematological	RBC	Echocardiographic	RWT	0.1272	0.0955	1.3319	0.18289	0.548629503
Hematological	RBC	Echocardiographic	FS	-0.0162	0.1005	-0.1616	0.87166	0.960626194
Hematological	RBC	Echocardiographic	EF	-0.049	0.0926	-0.5295	0.59643	0.860265149
Hematological	RBC	Metabolic disease	T2D	-0.0106	0.0501	-0.2112	0.83271	0.945401855
Hematological	RBC	Cardiovascular disease	IS	-0.0039	0.0792	-0.0495	0.96054	0.989861747
Hematological	RBC	Cardiovascular disease	CeAn	0.007	0.0665	0.1058	0.91574	0.976580479
Hematological	RBC	Cardiovascular disease	MI	0.0188	0.0751	0.2506	0.8021	0.935211682
Hematological	RBC	Cardiovascular disease	PAD	0.038	0.0681	0.5577	0.57704	0.848231471
Hematological	RBC	Cardiovascular disease	AF	-0.124	0.0622	-1.992	0.046368	0.279779797
Hematological	RBC	Allergic disease	Asthma	-0.0372	0.0691	-0.5386	0.59019	0.858537905
Hematological	RBC	Allergic disease	AD	0.0772	0.0822	0.939	0.34775	0.712278706
Hematological	RBC	Autoimmune disease	GD	0.1452	0.067	2.1675	0.030193	0.224356334
Hematological	RBC	Autoimmune disease	RA	0.028	0.0561	0.5003	0.61689	0.866478207
Hematological	RBC	Infectious disease	CHB	-0.2384	0.1372	-1.737	0.082384	0.379667718
Hematological	RBC	Infectious disease	CHC	0.0963	0.0933	1.0321	0.30203	0.678960666
Hematological	RBC	Hematologic disease	Anemia	0.4852	0.1754	2.7658	0.0056789	0.071049752
Hematological	RBC	Psychiatric disease	BD	0.0844	0.0778	1.0856	0.27763	0.660088532
Hematological	RBC	Psychiatric disease	SCZ	0.0144	0.0602	0.2394	0.81078	0.93811489
Hematological	RBC	Musculoskeletal disease	AIS	0.031	0.0526	0.588	0.5565	0.836306167
Hematological	RBC	Musculoskeletal	Osteoporosis	-0.0929	0.1422	-0.6532	0.51361	0.812360694
Hematological	RBC	Tumor	LuCa	0.1746	0.1683	1.0377	0.29939	0.675352097
Hematological	RBC	Tumor	GaCa	0.0186	0.0994	0.1875	0.85128	0.955113746
Hematological	RBC	Tumor	EsCa	-0.062	0.1217	-0.5099	0.61012	0.865412027
Hematological	RBC	Tumor	CoCa	-0.1306	0.0917	-1.425	0.15417	0.502727088
Hematological	RBC	Tumor	PrCa	0.0723	0.0602	1.2004	0.22997	0.607111941
Hematological	RBC	Tumor	BrCa	0.0387	0.0829	0.4672	0.64034	0.873632184
Hematological	RBC	Tumor	EnCa	0.0028	0.1172	0.0237	0.98107	0.995325945
Hematological	RBC	Tumor	UF	0.06	0.0912	0.658	0.51057	0.810454852
Hematological	RBC	Other	Glaucoma	-0.0272	0.0732	-0.3713	0.71044	0.903018476
Hematological	RBC	Other	COPD	0.0022	0.0947	0.0237	0.98109	0.995325945
Hematological	RBC	Other	Epilepsy	-0.0604	0.1444	-0.4182	0.67579	0.892544229
Hematological	RBC	Other	Pollinosis	-0.0814	0.0901	-0.9034	0.3663	0.727768037
Hematological	RBC	Other	Urolithiasis	0.1119	0.0722	1.55	0.12114	0.450079924
Hematological	Hb	Hematological	Ht	0.9693	0.0057	170.0266	0	0
Hematological	Hb	Hematological	MCV	-0.0766	0.0542	-1.4144	0.15724	0.508465599
Hematological	Hb	Hematological	MCH	-3.00E-04	0.0577	-0.0047	0.99629	0.998204328
Hematological	Hb	Hematological	MCHC	0.1749	0.066	2.6495	0.0080611	0.091234877
Hematological	Hb	Hematological	Plt	-0.1077	0.0528	-2.0382	0.041532	0.26364565
Hematological	Hb	Blood pressure	SBP	-0.0473	0.0563	-0.8392	0.40136	0.747728716
Hematological	Hb	Blood pressure	DBP	0.0362	0.0627	0.5771	0.56388	0.839127979
Hematological	Hb	Blood pressure	MAP	1.00E-04	0.0577	0.0018	0.99857	0.999310373
Hematological	Hb	Blood pressure	PP	-0.1234	0.0583	-2.1173	0.03423	0.237667872
Hematological	Hb	Echocardiographic	IVS	0.0965	0.1314	0.7349	0.4624	0.781679551
Hematological	Hb	Echocardiographic	PW	0.093	0.1014	0.9165	0.35939	0.71906551
Hematological	Hb	Echocardiographic	LVDd	-0.1984	0.0822	-2.4134	0.015803	0.144253026
Hematological	Hb	Echocardiographic	LVDs	-0.1656	0.0785	-2.1086	0.034975	0.240706678
Hematological	Hb	Echocardiographic	LVM	-0.0716	0.0768	-0.9324	0.35115	0.713837774
Hematological	Hb	Echocardiographic	LVMI	-0.0987	0.091	-1.0842	0.27829	0.660088532
Hematological	Hb	Echocardiographic	RWT	0.2467	0.1147	2.1512	0.031462	0.227171112
Hematological	Hb	Echocardiographic	FS	0.1227	0.1107	1.1078	0.26796	0.650667799
Hematological	Hb	Echocardiographic	EF	0.0879	0.1041	0.8446	0.39832	0.745551177
Hematological	Hb	Metabolic disease	T2D	-0.0181	0.0569	-0.3185	0.75013	0.914257417
Hematological	Hb	Cardiovascular disease	IS	0.0298	0.0838	0.3556	0.72211	0.905230282
Hematological	Hb	Cardiovascular disease	CeAn	0.0399	0.0834	0.4786	0.63224	0.870246692
Hematological	Hb	Cardiovascular disease	MI	-0.063	0.0558	-1.1293	0.25878	0.64419808
Hematological	Hb	Cardiovascular disease	PAD	0.0227	0.0822	0.2763	0.78232	0.925666683
Hematological	Hb	Cardiovascular disease	AF	-0.0287	0.0672	-0.4279	0.66871	0.888286418
Hematological	Hb	Allergic disease	Asthma	-0.0902	0.0708	-1.2752	0.20225	0.575822261
Hematological	Hb	Allergic disease	AD	0.0245	0.1036	0.2364	0.81316	0.93811489
Hematological	Hb	Autoimmune disease	GD	0.0841	0.0786	1.0693	0.28492	0.665579893
Hematological	Hb	Autoimmune disease	RA	0.0443	0.0681	0.6508	0.51515	0.812566057
Hematological	Hb	Infectious disease	CHB	-0.2755	0.1504	-1.8319	0.066965	0.337062905
Hematological	Hb	Infectious disease	CHC	0.043	0.1083	0.3973	0.69112	0.89688196
Hematological	Hb	Hematologic disease	Anemia	0.6644	0.216	3.0766	0.0020937	0.034994043
Hematological	Hb	Psychiatric disease	BD	0.1906	0.0974	1.9578	0.050255	0.292168409
Hematological	Hb	Psychiatric disease	SCZ	0.0222	0.0763	0.2908	0.77121	0.921621879
Hematological	Hb	Musculoskeletal disease	AIS	0.0354	0.0642	0.5517	0.58116	0.85040248
Hematological	Hb	Musculoskeletal	Osteoporosis	-0.0201	0.1893	-0.1063	0.91531	0.976580479
Hematological	Hb	Tumor	LuCa	0.0811	0.1658	0.489	0.62483	0.866757962
Hematological	Hb	Tumor	GaCa	-0.0204	0.1058	-0.1925	0.84739	0.953831342
Hematological	Hb	Tumor	EsCa	-0.0631	0.0899	-0.7016	0.48291	0.793881494
Hematological	Hb	Tumor	CoCa	0.0016	0.0964	0.0163	0.98699	0.995429715
Hematological	Hb	Tumor	PrCa	0.0034	0.0738	0.0458	0.96347	0.992097954
Hematological	Hb	Tumor	BrCa	0.076	0.0947	0.8029	0.42201	0.763674288
Hematological	Hb	Tumor	EnCa	0.1515	0.1447	1.0471	0.29505	0.669806261
Hematological	Hb	Tumor	UF	0.1118	0.1103	1.0138	0.31066	0.683518
Hematological	Hb	Other	Glaucoma	-0.0067	0.0872	-0.0769	0.9387	0.983661905
Hematological	Hb	Other	COPD	-0.0493	0.1059	-0.465	0.64194	0.874378101
Hematological	Hb	Other	Epilepsy	0.01	0.1552	0.0643	0.94872	0.987073369
Hematological	Hb	Other	Pollinosis	-0.193	0.1193	-1.6175	0.10576	0.425648674
Hematological	Hb	Other	Urolithiasis	0.1013	0.0931	1.0879	0.27666	0.660088532
Hematological	Ht	Hematological	MCV	-0.1191	0.0593	-2.0096	0.0445	0.274861199
Hematological	Ht	Hematological	MCH	-0.1092	0.0619	-1.7652	0.0775	0.366533816
Hematological	Ht	Hematological	MCHC	-0.0741	0.0691	-1.0714	0.284	0.664760311
Hematological	Ht	Hematological	Plt	-0.0876	0.0625	-1.4019	0.161	0.512999186
Hematological	Ht	Blood pressure	SBP	-0.0591	0.0579	-1.0212	0.3071	0.6832975
Hematological	Ht	Blood pressure	DBP	0.0212	0.066	0.3214	0.7479	0.913529757
Hematological	Ht	Blood pressure	MAP	-0.013	0.0611	-0.2133	0.8311	0.945296255
Hematological	Ht	Blood pressure	PP	-0.1302	0.0566	-2.3	0.0214	0.179064957
Hematological	Ht	Echocardiographic	IVS	0.0762	0.1284	0.5935	0.5528	0.835121358
Hematological	Ht	Echocardiographic	PW	0.0418	0.0997	0.4188	0.6753	0.892409366
Hematological	Ht	Echocardiographic	LVDd	-0.2009	0.081	-2.4811	0.0131	0.125734314
Hematological	Ht	Echocardiographic	LVDs	-0.1676	0.0778	-2.1559	0.0311	0.227171112
Hematological	Ht	Echocardiographic	LVM	-0.1066	0.0774	-1.3781	0.1682	0.523897297
Hematological	Ht	Echocardiographic	LVMI	-0.1426	0.0926	-1.5389	0.1238	0.453875023
Hematological	Ht	Echocardiographic	RWT	0.2082	0.112	1.8596	0.0629	0.325384941
Hematological	Ht	Echocardiographic	FS	0.1199	0.1104	1.0857	0.2776	0.660088532
Hematological	Ht	Echocardiographic	EF	0.0897	0.1023	0.8768	0.3806	0.73632403
Hematological	Ht	Metabolic disease	T2D	-0.0376	0.0546	-0.6894	0.4906	0.797505023
Hematological	Ht	Cardiovascular disease	IS	0.0173	0.0824	0.2102	0.8335	0.945808751
Hematological	Ht	Cardiovascular disease	CeAn	0.0355	0.0803	0.4422	0.6583	0.881635705
Hematological	Ht	Cardiovascular disease	MI	-0.048	0.0584	-0.8221	0.411	0.753852927
Hematological	Ht	Cardiovascular disease	PAD	0.019	0.0804	0.2366	0.813	0.93811489
Hematological	Ht	Cardiovascular disease	AF	-0.0504	0.0651	-0.7742	0.4388	0.76994827
Hematological	Ht	Allergic disease	Asthma	-0.071	0.0729	-0.9731	0.3305	0.703772703
Hematological	Ht	Allergic disease	AD	0.0601	0.0997	0.6036	0.5461	0.831853333
Hematological	Ht	Autoimmune disease	GD	0.085	0.0773	1.0994	0.2716	0.655574548
Hematological	Ht	Autoimmune disease	RA	0.0401	0.067	0.598	0.5499	0.833797447
Hematological	Ht	Infectious disease	CHB	-0.2928	0.1561	-1.8762	0.0606	0.32199403
Hematological	Ht	Infectious disease	CHC	0.0587	0.1052	0.5579	0.5769	0.848231471
Hematological	Ht	Hematologic disease	Anemia	0.6492	0.2156	3.012	0.0026	0.041365326
Hematological	Ht	Psychiatric disease	BD	0.1556	0.0936	1.6629	0.0963	0.406807767
Hematological	Ht	Psychiatric disease	SCZ	0.0526	0.077	0.6831	0.4945	0.79953014
Hematological	Ht	Musculoskeletal disease	AIS	0.0597	0.0619	0.9642	0.3349	0.706712663
Hematological	Ht	Musculoskeletal	Osteoporosis	-0.0158	0.1768	-0.0896	0.9286	0.981003339
Hematological	Ht	Tumor	LuCa	0.1643	0.1683	0.9762	0.329	0.701405269
Hematological	Ht	Tumor	GaCa	0.0012	0.104	0.0117	0.9906	0.995429715
Hematological	Ht	Tumor	EsCa	-0.0342	0.0912	-0.3748	0.7078	0.90257998
Hematological	Ht	Tumor	CoCa	-0.0588	0.0919	-0.6396	0.5224	0.817946283
Hematological	Ht	Tumor	PrCa	0.0323	0.0703	0.4596	0.6458	0.876378004
